fmun_cod;fmun;ano;mes;mes_ano;regiao;hom_doloso;lesao_corp_morte;latrocinio;hom_por_interv_policial;letalidade_violenta;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_comercio;roubo_residencia;roubo_veiculo;roubo_carga;roubo_transeunte;roubo_em_coletivo;roubo_banco;roubo_cx_eletronico;roubo_celular;roubo_conducao_saque;roubo_apos_saque;roubo_bicicleta;outros_roubos;total_roubos;furto_veiculos;furto_transeunte;furto_coletivo;furto_celular;furto_bicicleta;outros_furtos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;posse_drogas;trafico_drogas;apreensao_drogas_sem_autor;recuperacao_veiculos;apf;aaapai;cmp;cmba;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;indicador_cvli;indicador_roubo_rua;indicador_roubo_veic;indicador_roubo_carga;registro_ocorrencias;fase
3301009;Campos dos Goytacazes;2018;5;2018m5;Interior;19;0;1;1;21;26;81;11;7;58;9;4;17;2;95;3;0;0;21;0;0;0;29;179;27;47;26;25;4;158;288;0;1;0;60;63;15;38;11;32;147;35;33;11;57;2;0;0;0;0;20;119;17;2;1131;3
3301108;Cantagalo;2018;5;2018m5;Interior;0;0;0;0;0;0;6;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;5;7;0;0;0;3;6;4;2;0;0;0;0;5;0;11;0;0;0;0;0;0;0;1;0;55;3
3301157;Cardoso Moreira;2018;5;2018m5;Interior;1;0;0;0;1;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3;4;0;0;0;0;1;0;1;0;0;2;0;1;0;6;0;0;0;0;0;1;1;0;0;35;3
3301207;Carmo;2018;5;2018m5;Interior;0;0;0;0;0;2;14;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2;0;0;0;1;0;7;8;0;0;0;2;5;4;0;1;0;3;0;5;0;4;0;1;0;0;0;0;1;1;0;71;3
3301306;Casimiro de Abreu;2018;5;2018m5;Interior;3;0;0;2;5;3;14;5;2;10;1;0;3;1;7;0;0;0;3;0;0;0;0;15;1;0;0;2;2;7;12;0;0;0;2;16;14;2;0;1;4;0;2;0;12;1;0;0;0;0;3;10;3;1;117;3
3301405;Conceição de Macabu;2018;5;2018m5;Interior;0;0;0;0;0;1;15;0;0;4;0;0;1;1;0;0;0;0;1;0;0;0;1;4;1;1;0;1;0;4;7;0;0;0;2;3;1;0;2;0;0;0;0;0;4;0;0;0;0;0;0;1;1;1;45;3
3301504;Cordeiro;2018;5;2018m5;Interior;0;0;0;0;0;0;12;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;4;6;0;1;0;2;13;5;8;0;0;9;0;3;0;18;0;0;0;0;0;0;1;0;0;68;3
3301603;Duas Barras;2018;5;2018m5;Interior;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3;2;1;0;0;4;0;3;0;3;0;0;0;0;0;0;0;0;0;31;3
3301702;Duque de Caxias;2018;5;2018m5;Baixada Fluminense;26;0;0;9;35;24;271;34;7;85;31;4;325;59;710;185;0;0;215;0;4;1;117;1651;81;86;23;31;2;215;438;0;4;0;146;56;1;52;3;230;167;34;70;6;276;18;1;0;0;0;26;1110;325;59;3585;3
3301801;Engenheiro Paulo de Frontin;2018;5;2018m5;Interior;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;14;8;4;2;0;4;1;0;0;5;0;0;0;0;0;0;0;0;0;36;3
3301850;Guapimirim;2018;5;2018m5;Baixada Fluminense;4;0;0;0;4;0;19;4;0;3;1;0;13;0;8;1;0;0;5;0;0;0;2;30;1;0;0;3;1;19;24;0;1;0;5;4;1;3;0;16;5;0;13;0;23;2;0;0;0;0;4;14;13;0;164;3
3301876;Iguaba Grande;2018;5;2018m5;Interior;2;0;0;0;2;2;8;2;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;5;2;0;0;0;1;9;12;0;0;0;2;12;6;5;1;2;4;1;2;0;9;1;0;0;0;0;2;5;0;0;93;3
3301900;Itaboraí;2018;5;2018m5;Interior;13;0;0;4;17;28;53;10;1;30;14;5;132;33;89;31;0;0;24;1;1;0;48;378;17;7;1;2;0;53;80;0;2;1;18;37;2;35;0;84;66;18;10;2;45;8;0;0;0;0;13;144;132;33;848;3
3302007;Itaguaí;2018;5;2018m5;Baixada Fluminense;11;0;0;2;13;6;27;5;2;14;9;1;31;2;36;5;0;0;8;0;0;0;9;101;8;5;3;3;0;44;63;0;0;0;13;11;0;10;1;26;31;16;4;0;23;4;0;0;0;0;11;49;31;2;355;3
3302056;Italva;2018;5;2018m5;Interior;0;0;0;0;0;0;6;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;8;0;0;0;2;5;3;1;1;0;0;0;1;0;6;2;0;0;0;0;0;0;0;0;39;3
3302106;Itaocara;2018;5;2018m5;Interior;0;0;0;0;0;0;8;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;2;1;14;21;0;1;0;4;4;2;3;0;1;5;0;2;0;6;0;0;0;0;0;0;0;0;0;76;3
3302205;Itaperuna;2018;5;2018m5;Interior;1;0;0;0;1;2;19;1;2;17;0;0;0;0;1;0;0;0;1;0;0;0;1;3;4;4;1;13;3;15;40;0;0;0;17;63;44;19;3;1;36;1;16;2;47;2;0;1;0;0;1;2;0;0;296;3
3302254;Itatiaia;2018;5;2018m5;Interior;2;0;0;0;2;1;9;3;2;1;0;0;0;0;3;0;0;0;0;0;0;0;2;4;1;1;0;1;0;7;11;0;0;0;0;68;51;15;2;0;28;3;8;0;18;0;1;0;0;0;2;3;0;0;163;3
3302270;Japeri;2018;5;2018m5;Baixada Fluminense;0;0;0;5;5;2;30;6;3;9;0;0;7;3;17;1;0;0;1;0;0;0;9;39;8;1;1;1;0;21;31;0;0;0;4;11;1;7;3;8;12;0;10;0;24;3;0;1;0;0;0;19;7;3;213;3
3302304;Laje do Muriaé;2018;5;2018m5;Interior;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;3;1;2;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;15;3
3302403;Macaé;2018;5;2018m5;Interior;12;0;1;0;13;13;60;7;2;23;10;1;25;4;61;0;0;0;19;0;0;0;10;130;9;12;7;16;3;92;139;0;2;0;36;36;5;29;3;13;41;15;13;0;48;2;0;0;0;0;13;80;25;4;653;3
3302452;Macuco;2018;5;2018m5;Interior;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;0;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;13;3
3302502;Magé;2018;5;2018m5;Baixada Fluminense;19;0;0;1;20;7;103;13;0;34;16;1;17;3;80;9;0;0;27;0;1;0;20;174;17;8;1;9;5;70;110;0;0;0;21;27;5;21;1;19;38;9;33;0;76;5;1;0;0;0;19;116;17;3;708;3
3302601;Mangaratiba;2018;5;2018m5;Interior;2;0;0;1;3;8;10;1;1;3;0;1;1;0;5;0;0;0;1;0;0;0;5;14;5;1;2;2;0;25;34;0;0;0;3;3;1;2;0;9;9;0;4;0;15;0;0;0;0;0;2;6;1;0;148;3
3302700;Maricá;2018;5;2018m5;Grande Niterói;3;0;0;0;3;1;54;3;4;44;11;5;15;0;48;8;0;0;8;0;0;0;12;107;16;14;0;6;1;91;128;0;1;0;16;14;4;8;2;10;26;1;9;0;59;8;0;1;0;0;3;64;15;0;558;3
3302809;Mendes;2018;5;2018m5;Interior;0;0;0;0;0;0;4;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;3;7;4;3;0;0;2;2;2;0;7;3;0;0;0;0;0;0;0;0;44;3
3302858;Mesquita;2018;5;2018m5;Baixada Fluminense;2;0;0;4;6;15;63;4;1;29;3;1;77;6;135;20;0;0;22;0;0;0;19;283;12;22;1;7;0;43;85;0;0;0;18;22;4;16;2;34;28;16;14;9;37;5;0;0;0;0;2;177;77;6;723;3
3302908;Miguel Pereira;2018;5;2018m5;Interior;0;0;0;0;0;3;12;0;0;7;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;0;0;3;0;11;16;0;1;0;0;6;5;1;0;1;4;0;1;0;19;0;1;0;0;0;0;0;1;0;91;3
3303005;Miracema;2018;5;2018m5;Interior;1;0;0;0;1;3;7;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;10;11;0;0;0;0;30;12;11;8;1;13;4;4;1;7;0;0;0;0;0;1;0;0;0;80;3
3303104;Natividade;2018;5;2018m5;Interior;0;0;0;0;0;0;4;1;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;5;9;0;0;0;2;3;2;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;38;3
3303203;Nilópolis;2018;5;2018m5;Baixada Fluminense;3;0;0;0;3;13;53;5;0;14;7;2;81;5;143;17;0;0;39;0;2;0;78;374;19;7;3;7;1;44;81;0;1;0;30;5;0;5;0;21;17;2;9;0;58;5;0;0;0;0;3;199;81;5;721;3
3303302;Niterói;2018;5;2018m5;Grande Niterói;6;1;1;3;11;12;145;4;8;151;48;6;169;18;356;34;0;1;84;0;3;0;90;809;51;79;9;54;20;270;483;0;8;1;113;31;12;17;2;104;87;25;79;11;125;14;2;0;0;0;8;474;169;18;2523;3
3303401;Nova Friburgo;2018;5;2018m5;Interior;1;0;0;0;1;2;93;1;5;28;2;0;1;0;5;0;0;0;1;0;0;0;0;9;8;17;2;13;1;48;89;0;2;0;27;48;15;31;2;6;56;10;24;4;72;3;0;0;0;0;1;6;1;0;512;3
3303500;Nova Iguaçu;2018;5;2018m5;Baixada Fluminense;29;0;1;12;42;18;305;30;6;69;35;4;307;17;421;92;0;0;106;0;4;0;101;1087;81;45;15;31;6;194;372;0;6;0;117;30;4;24;2;108;107;20;46;3;254;17;2;0;0;0;30;619;307;17;2790;3
3303609;Paracambi;2018;5;2018m5;Baixada Fluminense;0;0;0;0;0;0;14;1;0;9;1;0;3;2;4;2;0;0;1;0;0;0;2;15;6;1;0;5;0;8;20;0;0;0;9;8;4;4;1;4;4;3;15;0;12;1;0;0;0;0;0;7;3;2;133;3
3303708;Paraíba do Sul;2018;5;2018m5;Interior;2;0;0;0;2;0;13;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;10;13;0;0;0;1;14;13;1;0;0;4;0;12;2;17;0;0;0;0;0;2;0;0;0;90;3
3303807;Paraty;2018;5;2018m5;Interior;2;0;0;0;2;3;15;0;0;8;2;0;1;0;3;0;0;0;2;0;0;0;2;9;1;0;1;6;1;25;35;0;0;0;3;11;3;6;2;3;14;5;3;1;18;1;2;0;0;0;2;5;1;0;163;3
3303856;Paty do Alferes;2018;5;2018m5;Interior;0;0;0;0;0;0;7;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;1;0;5;8;0;0;0;2;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;40;3
3303906;Petrópolis;2018;5;2018m5;Interior;4;0;0;0;4;6;119;10;3;26;1;2;0;1;17;1;0;0;1;0;0;1;10;33;14;25;7;23;0;133;203;0;0;0;36;49;17;31;1;9;67;1;71;3;116;5;0;0;0;0;4;19;0;1;888;3
3303955;Pinheiral;2018;5;2018m5;Interior;0;0;0;0;0;1;8;0;1;1;1;0;0;0;5;0;0;0;1;0;0;0;0;7;0;3;0;1;0;5;9;0;0;0;2;5;3;2;0;1;5;3;8;1;11;0;0;0;0;0;0;6;0;0;92;3
3304003;Piraí;2018;5;2018m5;Interior;2;0;0;0;2;0;5;2;0;2;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;9;9;0;2;0;1;13;2;11;0;1;26;1;1;0;10;0;0;0;0;0;2;0;0;1;70;3
3304102;Porciúncula;2018;5;2018m5;Interior;0;0;0;0;0;0;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;20;23;0;1;0;3;13;11;2;0;0;2;1;2;0;6;1;0;0;0;0;0;0;0;0;77;3
3304110;Porto Real;2018;5;2018m5;Interior;1;0;0;0;1;3;5;2;0;2;1;0;0;0;2;0;0;0;0;0;0;0;1;4;0;1;0;0;0;9;10;0;0;0;1;3;1;0;2;1;2;2;9;0;6;0;0;0;0;0;1;2;0;0;80;3
3304128;Quatis;2018;5;2018m5;Interior;0;0;0;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;1;3;0;0;3;0;1;0;4;0;0;0;0;0;0;0;0;0;25;3
3304144;Queimados;2018;5;2018m5;Baixada Fluminense;7;0;0;1;8;4;40;3;2;24;3;1;14;0;43;9;0;0;17;0;0;0;6;93;14;8;0;8;2;32;64;0;0;0;13;0;0;0;0;10;10;0;16;1;53;1;0;0;0;0;7;69;14;0;396;3
3304151;Quissamã;2018;5;2018m5;Interior;2;0;0;0;2;3;3;2;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;3;0;1;0;1;0;9;11;0;0;0;3;3;0;3;0;0;8;4;3;0;4;0;0;0;0;0;2;2;1;0;52;3
3304201;Resende;2018;5;2018m5;Interior;6;0;0;0;6;8;52;1;2;10;3;0;2;0;14;0;0;0;3;0;0;0;6;28;8;9;1;9;4;41;72;0;0;0;25;26;6;18;3;4;27;6;10;0;59;5;1;0;0;0;6;17;2;0;414;3
3304300;Rio Bonito;2018;5;2018m5;Interior;1;0;0;0;1;2;20;1;4;7;3;0;8;1;9;0;0;0;6;0;0;0;8;35;4;1;0;3;1;15;24;0;0;0;9;9;1;8;0;6;17;1;16;0;13;1;0;0;0;0;1;15;8;1;159;3
3304409;Rio Claro;2018;5;2018m5;Interior;0;0;0;0;0;0;2;1;1;7;0;0;1;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;1;0;0;0;0;6;5;0;1;0;0;0;0;0;10;0;0;0;0;0;0;1;1;0;47;3
3304508;Rio das Flores;2018;5;2018m5;Interior;0;0;0;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;19;3
3304524;Rio das Ostras;2018;5;2018m5;Interior;7;0;0;0;7;4;37;6;1;19;8;4;20;0;84;3;0;0;28;0;0;0;13;160;10;9;1;2;6;68;96;0;3;0;31;20;5;16;0;11;34;11;15;0;49;1;0;0;0;0;7;115;20;0;541;3
3304557;Rio de Janeiro;2018;5;2018m5;Capital;115;0;5;59;179;185;2044;137;46;1064;300;35;1929;342;3921;907;2;5;1254;3;71;12;1738;10441;673;979;637;726;83;3689;6865;0;86;4;1847;386;111;211;69;1570;973;169;487;133;1693;162;22;2;3;0;120;6082;1929;342;32186;3
3304607;Santa Maria Madalena;2018;5;2018m5;Interior;0;0;0;0;0;0;4;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;1;0;1;0;0;2;0;1;0;2;0;0;0;0;0;0;0;0;0;24;3
3304706;Santo Antônio de Pádua;2018;5;2018m5;Interior;2;0;0;0;2;2;14;2;2;11;0;0;0;1;1;0;0;0;0;0;0;0;0;2;1;3;1;3;1;9;18;0;0;0;7;17;6;11;0;1;21;3;9;0;11;0;0;0;0;0;2;1;0;1;125;3
3304755;São Francisco de Itabapoana;2018;5;2018m5;Interior;1;0;0;0;1;1;8;3;1;4;1;1;1;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;12;14;0;0;0;2;4;0;2;2;1;14;1;12;0;8;0;0;0;0;0;1;0;1;0;85;3
3304805;São Fidélis;2018;5;2018m5;Interior;0;0;0;0;0;0;5;0;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;3;0;3;3;4;15;0;0;0;2;6;1;3;2;1;3;0;7;0;12;0;1;0;0;0;0;1;0;0;81;3
3304904;São Gonçalo;2018;5;2018m5;Grande Niterói;26;1;0;21;48;26;210;30;9;164;68;9;658;138;968;94;0;1;164;3;6;0;270;2379;88;84;14;17;5;307;515;0;12;0;87;73;3;65;6;418;187;45;53;2;218;18;1;0;0;0;27;1226;658;138;4562;3
3305000;São João da Barra;2018;5;2018m5;Interior;2;0;0;0;2;0;8;3;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2;2;2;0;1;0;49;54;0;0;0;5;3;1;1;1;1;1;2;4;0;8;0;0;0;0;0;2;1;0;0;114;3
3305109;São João de Meriti;2018;5;2018m5;Baixada Fluminense;11;0;2;6;19;8;156;11;4;57;9;1;226;35;262;41;0;0;100;0;0;0;104;778;36;22;3;10;1;97;169;0;0;1;90;40;1;37;3;127;81;22;15;1;114;21;0;0;0;0;13;403;226;35;1773;3
3305133;São José de Ubá;2018;5;2018m5;Interior;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;2;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;11;3
3305158;São José do Vale do Rio Preto;2018;5;2018m5;Interior;0;0;0;0;0;0;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;6;0;0;0;1;4;3;1;0;0;4;0;1;0;9;0;0;0;0;0;0;0;0;0;43;3
3305208;São Pedro da Aldeia;2018;5;2018m5;Interior;5;0;0;1;6;8;40;4;0;12;1;1;4;3;24;3;0;0;1;0;0;0;4;40;5;2;2;5;0;62;77;0;0;0;8;38;23;14;1;5;15;10;2;1;31;0;0;0;0;0;5;28;4;3;332;3
3305307;São Sebastião do Alto;2018;5;2018m5;Interior;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;27;3
3305406;Sapucaia;2018;5;2018m5;Interior;0;0;0;0;0;1;11;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;1;0;3;20;19;1;0;1;3;0;6;0;7;0;0;0;0;0;0;0;0;0;93;3
3305505;Saquarema;2018;5;2018m5;Interior;2;0;0;0;2;2;45;5;0;28;4;0;4;0;21;2;0;0;1;0;0;0;5;36;9;6;1;7;1;75;100;0;0;0;7;11;4;6;1;5;6;1;7;0;38;5;0;0;0;0;2;24;4;0;343;3
3305554;Seropédica;2018;5;2018m5;Baixada Fluminense;5;0;0;0;5;0;27;5;3;15;0;2;14;3;45;8;0;0;5;0;0;0;10;87;13;9;2;5;1;26;56;0;0;0;3;5;4;2;0;9;19;0;14;0;23;6;0;0;0;0;5;58;14;3;305;3
3305604;Silva Jardim;2018;5;2018m5;Interior;0;0;0;0;0;0;12;1;1;2;0;0;3;0;2;1;0;0;0;0;0;0;0;6;0;0;0;1;0;3;4;0;0;0;2;5;2;2;1;2;5;0;0;0;14;0;0;0;0;0;0;3;3;0;59;3
3305703;Sumidouro;2018;5;2018m5;Interior;1;0;0;0;1;0;8;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;0;0;0;2;2;0;1;1;0;6;0;0;0;10;0;0;0;0;0;1;0;0;0;43;3
3305752;Tanguá;2018;5;2018m5;Interior;3;0;0;0;3;2;8;1;0;3;3;0;15;1;7;4;0;0;4;0;0;0;3;37;2;0;0;3;0;40;45;0;0;0;1;4;1;3;0;6;8;1;0;0;1;0;0;0;0;0;3;15;15;1;121;3
3305802;Teresópolis;2018;5;2018m5;Interior;0;0;0;0;0;5;64;7;1;34;0;1;0;0;4;0;0;0;1;0;0;0;2;7;7;11;0;12;1;88;120;0;2;0;22;64;33;36;0;4;88;10;23;2;96;4;0;0;0;0;0;5;0;0;600;3
3305901;Trajano de Moraes;2018;5;2018m5;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;7;7;0;0;0;0;2;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;16;3
3306008;Três Rios;2018;5;2018m5;Interior;0;0;0;0;0;1;44;3;2;4;0;0;0;0;4;0;0;0;2;0;0;0;1;7;1;7;0;4;1;54;67;0;0;0;6;53;24;25;4;3;36;5;10;3;51;0;0;0;0;0;0;6;0;0;315;3
3306107;Valença;2018;5;2018m5;Interior;0;0;0;0;0;0;37;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;3;0;6;11;0;0;0;11;44;32;10;2;0;18;3;7;1;31;1;0;0;0;0;0;0;0;0;211;3
3306156;Varre-Sai;2018;5;2018m5;Interior;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;3;2;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;15;3
3306206;Vassouras;2018;5;2018m5;Interior;1;0;0;0;1;0;9;2;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;3;1;1;0;3;0;6;11;0;1;0;4;9;7;2;0;0;7;0;6;0;12;6;0;0;0;0;1;0;0;1;83;3
3306305;Volta Redonda;2018;5;2018m5;Interior;11;0;0;0;11;7;65;2;2;27;0;1;5;1;24;1;0;0;19;0;0;0;3;54;14;15;5;11;0;66;111;0;0;0;58;36;6;27;4;9;57;7;17;0;65;5;1;0;0;0;11;44;5;1;615;3
3300100;Angra dos Reis;2018;6;2018m6;Interior;9;0;0;4;13;12;31;5;3;13;1;4;13;7;23;0;0;0;7;0;0;0;12;67;12;3;1;5;0;40;61;0;1;0;11;33;2;30;1;16;46;14;6;1;30;2;1;1;0;0;9;30;13;7;362;3
3300159;Aperibé;2018;6;2018m6;Interior;0;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;3;5;0;0;0;0;2;0;2;0;0;4;1;0;0;5;0;0;0;0;0;0;0;0;0;20;3
3300209;Araruama;2018;6;2018m6;Interior;5;0;0;2;7;5;25;6;4;23;7;1;14;5;21;3;0;0;3;0;0;0;9;63;5;7;2;5;1;68;88;0;4;0;16;41;22;14;5;6;30;3;7;0;30;2;1;0;0;0;5;27;14;5;431;3
3300225;Areal;2018;6;2018m6;Interior;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;1;1;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;13;3
3300233;Armação dos Búzios;2018;6;2018m6;Interior;2;0;0;1;3;3;17;1;0;10;4;0;1;0;11;0;0;0;2;0;0;0;4;21;2;1;0;4;3;33;44;0;0;0;2;7;3;3;1;5;6;1;8;1;15;0;0;0;0;0;2;13;1;0;173;3
3300258;Arraial do Cabo;2018;6;2018m6;Interior;0;0;0;0;0;1;11;1;0;2;0;0;0;0;0;0;0;0;1;0;0;1;0;2;2;2;0;2;0;11;17;0;0;0;2;14;7;6;2;2;7;4;4;1;27;0;0;0;0;0;0;1;0;0;112;3
3300308;Barra do Piraí;2018;6;2018m6;Interior;2;0;0;0;2;3;34;1;2;7;1;0;0;0;1;1;0;0;0;0;0;0;0;3;3;4;1;1;0;14;23;0;0;0;9;57;24;25;8;2;46;4;12;2;33;4;0;0;0;0;2;2;0;0;253;3
3300407;Barra Mansa;2018;6;2018m6;Interior;3;0;0;0;3;3;40;3;0;8;1;0;1;0;26;0;0;0;3;0;0;0;7;38;21;8;0;9;1;101;140;0;0;0;14;22;2;17;3;5;40;4;14;0;41;2;1;0;0;0;3;29;1;0;642;3
3300456;Belford Roxo;2018;6;2018m6;Baixada Fluminense;20;0;1;14;35;15;118;6;6;27;7;4;174;33;159;17;0;0;58;0;0;0;74;526;25;12;4;15;1;41;98;0;1;0;28;20;0;19;1;82;48;9;27;3;117;11;0;0;0;0;21;234;174;33;1209;3
3300506;Bom Jardim;2018;6;2018m6;Interior;2;0;0;0;2;0;5;0;0;6;0;0;1;1;3;0;0;0;0;0;0;0;0;5;0;0;0;1;0;6;7;0;0;0;5;4;2;2;0;1;3;0;0;0;16;0;0;0;0;0;2;3;1;1;66;3
3300605;Bom Jesus do Itabapoana;2018;6;2018m6;Interior;1;0;0;0;1;3;26;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;1;0;4;4;13;25;0;0;0;3;14;3;11;0;0;15;1;13;1;32;1;0;0;0;0;1;0;0;0;152;3
3300704;Cabo Frio;2018;6;2018m6;Interior;9;0;0;3;12;10;49;8;3;19;5;0;13;0;33;0;0;0;13;0;0;1;5;69;11;12;0;13;0;76;113;0;2;0;33;31;7;21;3;10;56;9;16;2;33;8;0;0;0;0;9;46;13;0;499;3
3300803;Cachoeiras de Macacu;2018;6;2018m6;Interior;3;0;0;0;3;0;12;0;2;22;1;0;1;1;8;0;0;0;0;0;0;0;1;12;0;3;0;1;0;19;23;0;0;0;4;8;2;6;0;3;4;3;1;0;13;3;1;0;0;0;3;8;1;1;118;3
3300902;Cambuci;2018;6;2018m6;Interior;0;0;0;0;0;0;2;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;4;0;0;0;1;5;1;4;0;0;9;1;0;0;4;2;0;0;0;0;0;0;0;0;35;3
3300936;Carapebus;2018;6;2018m6;Interior;0;0;0;0;0;0;5;1;0;9;0;0;4;0;0;3;0;0;0;0;0;0;2;9;1;0;0;0;0;1;2;0;0;0;0;3;3;1;0;1;3;0;1;0;5;0;0;0;0;0;0;3;4;0;31;3
3300951;Comendador Levy Gasparian;2018;6;2018m6;Interior;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;12;12;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;28;3
3301009;Campos dos Goytacazes;2018;6;2018m6;Interior;14;0;0;0;14;42;87;9;12;45;6;4;13;7;117;5;0;0;57;0;0;0;33;242;17;36;26;36;5;189;309;0;0;0;57;72;16;39;17;15;158;28;46;5;63;10;1;0;0;0;14;179;13;7;1217;3
3301108;Cantagalo;2018;6;2018m6;Interior;0;0;0;0;0;1;7;1;0;3;0;0;0;1;2;0;0;0;0;0;0;0;1;4;0;0;0;2;0;6;8;0;0;0;3;11;6;5;1;0;6;2;8;0;8;1;0;0;0;0;0;2;0;1;72;3
3301157;Cardoso Moreira;2018;6;2018m6;Interior;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;2;0;0;0;0;4;3;1;0;1;4;0;1;0;8;0;0;0;0;0;0;0;1;0;28;3
3301207;Carmo;2018;6;2018m6;Interior;0;0;0;0;0;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;3;3;3;0;0;0;1;0;8;0;20;0;0;0;0;0;0;0;0;0;76;3
3301306;Casimiro de Abreu;2018;6;2018m6;Interior;1;0;0;0;1;0;8;0;0;4;3;1;1;0;3;0;0;0;3;0;0;0;0;11;1;1;0;2;1;3;8;0;1;0;0;14;10;4;1;0;4;1;2;0;15;1;0;0;0;0;1;6;1;0;86;3
